GENE	ENSG	STRAND	CHROM	START	STOP
RP11-810K23.10	ENSG00000261554	-1	15	21098712	21099309
NOLC1	ENSG00000166197	1	10	103911933	103923627
BAK1	ENSG00000030110	-1	6	33540329	33548019
RP11-810K23.5	ENSG00000258799	-1	15	21106770	21106938
LBX1-AS1	ENSG00000227128	1	10	102989351	103029905
WNT3	ENSG00000108379	-1	17	44839872	44910520
NF1P1	ENSG00000270831	-1	15	21122015	21140987
ERMARD	ENSG00000130023	1	6	170151718	170181680
DLAT	ENSG00000263032	1	HG388_HG400_PATCH	111895537	111935113
RCOR3	ENSG00000117625	1	1	211431719	211489727
GOLGA2P2Y	ENSG00000239533	-1	Y	26356114	26360978
ABCA9	ENSG00000154258	-1	17	66970629	67057205
GABRB2	ENSG00000145864	-1	5	160715436	160976050
CHURC1-FNTB	ENSG00000125954	1	14	65381203	65528521
MXRA8	ENSG00000162576	-1	1	1288069	1297157
ZSCAN23	ENSG00000187987	-1	6	28399707	28411279
AHSG	ENSG00000145192	1	3	186330712	186339107
MIR5701-1	ENSG00000266545	1	15	21145581	21145662
RN7SL818P	ENSG00000242425	-1	Y	26357107	26357382
HS3ST6	ENSG00000162040	-1	16	1961464	1968441
ZNF445	ENSG00000185219	-1	3	44481262	44519162
UBE2Q2P4Y	ENSG00000225491	-1	Y	26378973	26385131
CT60	ENSG00000258710	1	15	21145767	21198632
FOXP2	ENSG00000128573	1	7	113726382	114333827
RP11-427P5.2	ENSG00000238013	1	3	46839613	46839880
COL6A6	ENSG00000206384	1	3	130279178	130396999
SDCBP2	ENSG00000125775	-1	20	1290619	1309883
LINC00265-2P	ENSG00000224827	1	Y	26422392	26423173
PRSS44	ENSG00000226074	-1	3	46850849	46854048
OPN5	ENSG00000124818	1	6	47749718	47800516
HIST1H4C	ENSG00000197061	1	6	26104104	26104518
ZNF444	ENSG00000167685	1	19	56643968	56672262
NRADDP	ENSG00000236409	1	3	47053032	47054636
PDE6B	ENSG00000133256	1	4	619373	664571
RP11-649A18.12	ENSG00000263843	1	17	73267450	73269976
OR11J2P	ENSG00000258855	1	15	21166004	21166910
RP11-7F17.4	ENSG00000258473	-1	14	77514515	77552789
AC011933.1	ENSG00000257073	-1	17	73314159	73315410
snoU13	ENSG00000251938	1	3	47130098	47130169
KIF9-AS1	ENSG00000227398	1	3	47205987	47288091
RP11-7F17.3	ENSG00000258819	-1	14	77535523	77542687
OR11J5P	ENSG00000258494	-1	15	21174611	21175544
CICP2	ENSG00000233740	-1	Y	26424484	26427287
MSRB1	ENSG00000198736	-1	16	1988211	1993327
AC011933.2	ENSG00000228007	1	17	73334908	73335228
KIAA0125P2	ENSG00000259698	1	15	21224717	21226180
RP11-810K23.6	ENSG00000259025	-1	15	21258333	21260031
RP11-16C1.3	ENSG00000265987	1	17	73340486	73369743
AC013468.1	ENSG00000231145	-1	2	190642909	190643157
LINC00266-2P	ENSG00000248792	1	Y	26424828	26437493
LINC00488	ENSG00000214381	1	3	108897012	108904104
TTC33	ENSG00000113638	-1	5	40714577	40756077
RP11-16C1.2	ENSG00000264853	-1	17	73367028	73369817
RP11-463C8.5	ENSG00000258552	-1	14	77639418	77639995
RP11-16C1.1	ENSG00000265342	1	17	73390204	73391044
SNORA32	ENSG00000201384	-1	14	77667369	77667483
FAM50A	ENSG00000071859	1	X	153672473	153679002
RP11-854K16.2	ENSG00000258771	-1	15	21286141	21286776
MIR1260A	ENSG00000221754	1	14	77732561	77732633
RBMY2XP	ENSG00000234399	-1	Y	26542751	26549673
MIR3678	ENSG00000264511	1	17	73402150	73402243
RN7SL400P	ENSG00000243059	-1	15	21308174	21308467
RN7SL137P	ENSG00000266628	-1	14	77817615	77817902
TMEM60	ENSG00000135211	-1	7	77423045	77427897
RNU6-938P	ENSG00000223217	-1	17	73405167	73405269
GOLGA8A	ENSG00000175265	-1	15	34671269	34880704
RP11-854K16.3	ENSG00000260986	-1	15	21333027	21335424
AC024940.1	ENSG00000177340	1	12	31477250	31478879
RP11-493G17.4	ENSG00000258510	1	14	77825766	77826259
Y_RNA	ENSG00000202332	1	17	73428071	73428168
WNT9B	ENSG00000158955	1	17	44910567	44964096
BMS1P16	ENSG00000258684	1	15	21365634	21372686
SCP2	ENSG00000116171	1	1	53392901	53517375
AC100787.1	ENSG00000265636	1	17	73492726	73492837
RNF5	ENSG00000223767	1	HSCHR6_MHC_APD	32157475	32159914
RP11-474I11.8	ENSG00000264829	-1	17	73675554	73676047
SNORA46	ENSG00000212371	1	14	77932627	77932779
SNORA31	ENSG00000252349	1	17	19565313	19565403
EP400NL	ENSG00000185684	1	12	132568828	132613029
RN7SL587P	ENSG00000240233	-1	14	78013911	78014212
RP11-311F12.1	ENSG00000262681	1	17	19622372	19625741
RP11-474I11.7	ENSG00000264270	-1	17	73679623	73680879
COX6CP11	ENSG00000258668	-1	14	78119170	78119398
RP11-311F12.2	ENSG00000264785	1	17	19640995	19641855
RP11-32B5.2	ENSG00000258883	-1	15	21893090	21903057
GMCL1	ENSG00000087338	1	2	70056774	70108528
RP11-32B5.1	ENSG00000237161	-1	15	21936560	21938111
KIAA0391	ENSG00000258790	1	14	35591755	35786680
FAM46D	ENSG00000174016	1	X	79591003	79700810
GTF2IP1	ENSG00000232561	-1	7	74602783	74653438
BNIPL	ENSG00000163141	1	1	151009046	151020076
ENO4	ENSG00000188316	1	10	118609023	118671299
TNF	ENSG00000204490	1	HSCHR6_MHC_COX	31530756	31533525
RP11-32B5.7	ENSG00000247765	-1	15	21941147	21968151
RNU6-1235P	ENSG00000207289	1	15	21950659	21950765
ANKRD1	ENSG00000148677	-1	10	92671853	92681033
RP11-32B5.4	ENSG00000258415	-1	15	21987458	21987995
CXADRP2	ENSG00000258712	-1	15	22015703	22016791
SAT1	ENSG00000130066	1	X	23801290	23804343
RP11-32B5.5	ENSG00000258767	1	15	22025293	22025752
RAB6B	ENSG00000154917	-1	3	133543083	133614680
GRAMD4P6	ENSG00000258848	1	15	22026731	22026974
MIR3118-4	ENSG00000265793	1	15	22049274	22049348
PIAS1	ENSG00000033800	1	15	68346517	68483096
MIR4657	ENSG00000264326	-1	7	44921347	44921399
RNU6-631P	ENSG00000200790	-1	15	22071734	22071840
RP4-673M15.1	ENSG00000272768	1	7	44924552	44925992
RP11-928F19.2	ENSG00000258585	-1	15	22117083	22118114
AC004854.5	ENSG00000230160	1	7	44959268	44959928
GPX6	ENSG00000198704	-1	6	28471073	28495992
PHBP6	ENSG00000223981	1	7	74619641	74620426
RP4-647J21.1	ENSG00000260997	-1	7	44998598	45000508
DGKH	ENSG00000102780	1	13	42614176	42830714
snoU13	ENSG00000239128	-1	3	47292013	47292116
AC138783.13	ENSG00000231091	-1	7	74653079	74653184
RPL3L	ENSG00000140986	-1	16	1993975	2007607
AL136531.1	ENSG00000203630	-1	20	1316228	1317555
RP11-708J19.1	ENSG00000260236	-1	3	47420579	47422489
NF1P2	ENSG00000258997	-1	15	22133181	22152165
AC005722.4	ENSG00000230607	1	17	19658557	19659520
snoU13	ENSG00000238350	1	3	47507839	47507938
RNU6-406P	ENSG00000252279	1	17	41522875	41522981
AC138783.11	ENSG00000205509	1	7	74696066	74704116
RP11-708J19.2	ENSG00000271161	1	3	47541331	47541897
AC015726.1	ENSG00000231096	1	17	19743439	19743828
FAM21C	ENSG00000172661	1	10	46222648	46288409
RNU6-971P	ENSG00000252729	1	17	41550953	41551058
FANK1	ENSG00000203780	1	10	127585108	127698161
RP11-3B12.5	ENSG00000224899	-1	7	124791380	124793665
AC087650.1	ENSG00000237888	1	17	41553566	41554033
DENND5B	ENSG00000170456	-1	12	31535157	31744031
Y_RNA	ENSG00000272110	1	3	47542573	47542672
RP11-78O7.2	ENSG00000270091	-1	17	19799903	19800600
AC099778.1	ENSG00000266443	-1	3	47581504	47581590
PSMA6	ENSG00000100902	1	14	35747839	35786699
TM4SF1-AS1	ENSG00000240541	1	3	149095565	149104370
RN7SL870P	ENSG00000244732	-1	3	47601721	47602014
RP11-3B12.4	ENSG00000205898	-1	7	124800028	124800601
RP11-314D7.3	ENSG00000257682	-1	12	73597595	73600615
RP11-209D14.4	ENSG00000266126	-1	17	19832685	19833050
RP11-717D12.1	ENSG00000214773	-1	3	47643205	47646167
RP11-166B14.1	ENSG00000243164	1	12	74042446	74042819
CLPS	ENSG00000137392	-1	6	35762759	35765088
RP11-209D14.2	ENSG00000261033	-1	17	19911364	19912547
RP11-395P16.1	ENSG00000235695	1	3	47705116	47705424
RP11-487E13.1	ENSG00000249008	-1	4	178163693	178169927
RNU6-1012P	ENSG00000252415	-1	12	74072968	74073076
AC138783.12	ENSG00000189011	-1	7	74702428	74714647
RP11-295G12.1	ENSG00000257750	1	12	74154469	74192507
AC005730.2	ENSG00000225681	1	17	19959600	19959943
GCLC	ENSG00000001084	-1	6	53362139	53481768
SNHG15	ENSG00000232956	-1	7	45022622	45026560
RP11-3B12.2	ENSG00000237764	1	7	124812272	125019375
U8	ENSG00000201809	-1	12	74158059	74158193
FAM73B	ENSG00000148343	1	9	131798900	131834361
KCTD9P1	ENSG00000225014	1	17	20015137	20016303
AC136188.1	ENSG00000272231	1	12	74293650	74293732
RP11-614O9.1	ENSG00000259037	-1	14	105055358	105056184
CASKP1	ENSG00000234059	-1	Y	15042075	15060090
RP11-711C17.1	ENSG00000257587	1	12	74300720	74313117
RNU6-258P	ENSG00000212186	-1	17	20029701	20029801
AC090015.1	ENSG00000264155	-1	12	74411555	74411636
AC004702.2	ENSG00000263494	1	17	20088395	20226286
CCNDBP1	ENSG00000166946	1	15	43477316	43487396
RP11-711C17.2	ENSG00000258332	1	12	74432866	74439608
MIR5701-2	ENSG00000264902	1	15	22156766	22156847
RP11-3B12.3	ENSG00000219445	-1	7	124869633	124904345
RP11-392O1.4	ENSG00000267747	1	17	41622153	41687706
FKBP1A	ENSG00000088832	-1	20	1349622	1373806
NEIL3	ENSG00000109674	1	4	178230990	178284097
RP11-928F19.3	ENSG00000258786	-1	15	22185845	22186733
DAK	ENSG00000149476	1	11	61100682	61120767
CTC-501O10.1	ENSG00000267440	1	17	41757641	41783252
SDS	ENSG00000135094	-1	12	113830250	113864106
RP11-81H3.2	ENSG00000251138	-1	12	74526946	74796315
RP11-420H19.3	ENSG00000213291	-1	7	124940558	124940932
RP11-209M4.1	ENSG00000267253	-1	17	41795682	41797804
ZNF425	ENSG00000204947	-1	7	148799876	148823438
RP11-928F19.5	ENSG00000261841	1	15	22195622	22199970
LINC00173	ENSG00000196668	1	12	116971227	116974323
AC055813.1	ENSG00000215964	1	17	41825568	41825631
OR11J1P	ENSG00000261406	-1	15	22268269	22269196
RP5-905N1.2	ENSG00000267604	-1	17	41860172	41862050
SAMD7	ENSG00000187033	1	3	169629360	169656963
FOXO3	ENSG00000118689	1	6	108881038	109005977
RP11-420H19.1	ENSG00000234071	1	7	124985023	124985431
POC1B	ENSG00000139323	-1	12	89813495	89919801
RPL21P10	ENSG00000239272	-1	14	78149545	78150332
TUBG1	ENSG00000131462	1	17	40761694	40767252
LHFPL5	ENSG00000197753	1	6	35773070	35801651
ZMYND19P1	ENSG00000258917	1	14	78162934	78163720
CARNS1	ENSG00000172508	1	11	67182439	67193078
PRKAA1	ENSG00000132356	-1	5	40759481	40798476
RP11-420H19.2	ENSG00000227847	1	7	124985879	124986251
Y_RNA	ENSG00000199440	-1	14	78287373	78287485
PRDM15	ENSG00000141956	-1	21	43218385	43299591
FRDAP	ENSG00000258421	-1	14	78526285	78526621
RP11-69H14.6	ENSG00000259176	1	15	22278010	22413497
GOSR2	ENSG00000108433	1	17	45000483	45105003
IL36B	ENSG00000136696	-1	2	113779668	113810444
CORO1A	ENSG00000102879	1	16	30194148	30200397
RNA5SP388	ENSG00000199454	-1	14	78644146	78644264
RP11-332E19.1	ENSG00000239438	-1	14	78697624	78697962
HIST1H1T	ENSG00000187475	-1	6	26107640	26108364
HSPA1L	ENSG00000204390	-1	6	31777396	31783437
BRWD3	ENSG00000165288	-1	X	79926353	80065187
TACR1	ENSG00000115353	-1	2	75273590	75426826
AC109829.1	ENSG00000233438	1	2	27760253	27790011
RP11-527L4.5	ENSG00000267166	-1	17	41991801	42000369
MDC1	ENSG00000225589	-1	HSCHR6_MHC_DBB	30657847	30675928
USO1	ENSG00000138768	1	4	76649777	76735382
RP11-982M15.7	ENSG00000258736	-1	14	105119885	105122124
RP11-527L4.6	ENSG00000267420	1	17	42004931	42009990
HIST1H2BC	ENSG00000180596	-1	6	26115101	26124154
RP11-982M15.8	ENSG00000260792	-1	14	105127457	105131895
MIR4710	ENSG00000265291	-1	14	105144031	105144086
RNU11-5P	ENSG00000212518	1	14	29945990	29946118
RP11-807H17.1	ENSG00000227869	1	7	125071401	125106455
IMPG1	ENSG00000112706	-1	6	76630832	76782395
CTD-2503I6.1	ENSG00000257120	1	14	30122015	30127122
TBATA	ENSG00000166220	-1	10	72530995	72545157
TTC30B	ENSG00000196659	-1	2	178413726	178417742
AL356756.1	ENSG00000264797	-1	14	30174505	30174608
RNU6-1236P	ENSG00000252889	1	3	108943976	108944074
PHTF2	ENSG00000006576	1	7	77428122	77586818
RNU6-1234P	ENSG00000252686	1	14	30281122	30281224
NDUFB10	ENSG00000140990	1	16	2009509	2011976
RP11-59E19.3	ENSG00000239288	1	3	108960354	108961972
RP11-269C4.2	ENSG00000257904	1	14	30409951	30449418
U3	ENSG00000221044	-1	17	42102389	42102591
RP11-397K18.1	ENSG00000241257	-1	3	109082894	109083081
RP11-546M21.6	ENSG00000267638	1	17	42193280	42197963
RANBP1	ENSG00000099901	1	22	20103461	20114878
RP11-278L15.2	ENSG00000243885	-1	3	149101966	149103587
RP11-702L6.1	ENSG00000244561	1	3	109115463	109116717
TTTY17B	ENSG00000227439	1	Y	26631479	26632610
AC007952.1	ENSG00000214844	-1	17	19041448	19041895
MRPL12	ENSG00000262814	1	17	79670387	79674556
H3F3AP3	ENSG00000230618	-1	3	109128525	109128931
TRIM60P5Y	ENSG00000224210	-1	Y	26640856	26641730
Y_RNA	ENSG00000202021	-1	7	74712847	74712948
CCDC114	ENSG00000105479	-1	19	48799714	48825151
RP11-167H9.1	ENSG00000240246	-1	3	149150831	149151061
CTD-2251F13.1	ENSG00000248975	-1	14	30421603	30766249
KIF19	ENSG00000196169	1	17	72322349	72351959
RP11-702L6.4	ENSG00000228980	1	3	109128837	109214014
TTC30A	ENSG00000197557	-1	2	178477720	178483694
ZNF736P12Y	ENSG00000232003	-1	Y	26646410	26647652
AC118138.2	ENSG00000230195	1	7	74765876	74789332
TRPV6	ENSG00000165125	-1	7	142568956	142583507
C2orf16	ENSG00000221843	1	2	27799389	27805588
RP11-278L15.3	ENSG00000241929	-1	3	149179969	149182617
AGA	ENSG00000038002	-1	4	178351924	178363657
SFPQP1	ENSG00000224035	1	Y	15195704	15207719
RP11-278L15.4	ENSG00000239408	-1	3	149182626	149182988
DLL1	ENSG00000198719	-1	6	170591294	170599561
RP11-278L15.6	ENSG00000244503	1	3	149212447	149213782
KIAA1598	ENSG00000187164	-1	10	118643742	118886097
RNU6-131P	ENSG00000212446	-1	17	42213251	42213357
TRAF5	ENSG00000082512	1	1	211499957	211548288
PPIAP15	ENSG00000244196	-1	3	109190176	109190659
RNU6-1098P	ENSG00000252581	1	3	149243418	149243513
AC007952.6	ENSG00000197665	-1	17	19059040	19062424
RP11-809C9.2	ENSG00000258102	1	12	116985911	116992186
AC004878.2	ENSG00000224804	1	7	74855312	74864233
AC092905.1	ENSG00000252541	1	3	109216492	109216576
WWTR1-IT1	ENSG00000241985	-1	3	149366784	149367971
PMS1	ENSG00000064933	1	2	190649107	190742355
ZNF852	ENSG00000178917	-1	3	44540462	44552128
ASB16-AS1	ENSG00000267080	-1	17	42253341	42264085
MIR4445	ENSG00000265956	1	3	109321675	109321744
HIST1H2AC	ENSG00000180573	1	6	26124373	26139344
RP11-497G19.3	ENSG00000258249	1	12	117037075	117041390
AC004878.7	ENSG00000249595	-1	7	74856621	74857439
WWTR1-AS1	ENSG00000241313	1	3	149374807	149379151
AC004878.8	ENSG00000254977	1	7	74862851	74863847
RP11-269C4.1	ENSG00000240201	1	14	30524416	30525160
AL596137.1	ENSG00000230036	-1	10	52365750	52365953
LIPN	ENSG00000204020	1	10	90521163	90537999
ITM2C	ENSG00000135916	1	2	231729354	231743963
AC004878.5	ENSG00000205508	1	7	74910311	74918380
AGER	ENSG00000231268	-1	HSCHR6_MHC_APD	32160089	32163445
RP11-50E11.3	ENSG00000226200	1	10	52384711	52401211
RNU6-507P	ENSG00000251854	-1	3	149496796	149496895
RNU6-720P	ENSG00000252172	-1	3	149635129	149635236
NPM1P29	ENSG00000239351	-1	3	149656784	149657586
DNAJC27	ENSG00000115137	-1	2	25166505	25194963
TTTY4B	ENSG00000235412	1	Y	26716349	26753172
APBB1	ENSG00000166313	-1	11	6416355	6440644
AC010153.3	ENSG00000240566	1	Y	26796955	26797681
HSPA1A	ENSG00000204389	1	6	31783291	31785723
RP11-370I10.2	ENSG00000258234	-1	12	48624881	48677993
RP11-370I10.4	ENSG00000258273	-1	12	48727538	48727684
MIR4738	ENSG00000263565	-1	17	73780602	73780688
SSX2B	ENSG00000157950	1	X	52780318	52790617
RP11-50E11.2	ENSG00000231588	-1	10	52389292	52390835
RP11-370I10.6	ENSG00000257735	1	12	48744728	48836194
RP11-552F3.4	ENSG00000266980	-1	17	73814896	73816136
RP11-564C4.6	ENSG00000231345	1	10	52415727	52420232
APOO	ENSG00000184831	-1	X	23851470	23926057
NDUFAF5	ENSG00000101247	1	20	13765596	13799067
TAB3P1	ENSG00000235462	-1	Y	15265842	15274125
AURKAIP1	ENSG00000175756	-1	1	1309110	1310875
NUTM2HP	ENSG00000232706	1	10	52436503	52446086
SDSL	ENSG00000139410	1	12	113860042	113876081
EVA1A	ENSG00000115363	-1	2	75696428	75796848
AC026318.1	ENSG00000266457	1	3	47810601	47810701
FAM19A1	ENSG00000183662	1	3	68053359	68594776
RP11-497G19.1	ENSG00000257883	1	12	117099387	117135870
MIR1226	ENSG00000221585	1	3	47891045	47891119
C2orf40	ENSG00000119147	1	2	106679702	106694615
RP11-497G19.2	ENSG00000257654	1	12	117136141	117140935
DPPA2P1	ENSG00000223915	1	Y	15342765	15343320
RP11-407P2.1	ENSG00000239374	-1	12	117193200	117193679
DDX51	ENSG00000185163	-1	12	132621139	132628880
RPL6	ENSG00000089009	-1	12	112842994	112856642
ZKSCAN7	ENSG00000196345	1	3	44596685	44624975
LTB	ENSG00000204487	-1	HSCHR6_MHC_COX	31535744	31537711
PSMA6P1	ENSG00000215414	1	Y	15398518	15399258
LINC01098	ENSG00000231171	1	4	178649911	178911904
RP11-564C4.4	ENSG00000226168	1	10	52455352	52455741
CRELD1	ENSG00000163703	1	3	9975506	9987097
DUSP11	ENSG00000144048	-1	2	73989311	74007284
RNU6-558P	ENSG00000201382	1	12	117219910	117220013
PDF	ENSG00000258429	-1	16	69362524	69364498
RP11-240G22.1	ENSG00000240100	1	12	117346117	117346432
CTSLP4	ENSG00000230011	-1	10	52465140	52468666
SLC25A10	ENSG00000262660	1	17	79670401	79687569
GEM	ENSG00000164949	-1	8	95261481	95274578
AC006371.1	ENSG00000252694	-1	Y	15779840	15779936
FAM19A4	ENSG00000163377	-1	3	68780917	68981761
DDX18	ENSG00000088205	1	2	118572226	118589955
KALP	ENSG00000241859	1	Y	15863536	16027704
ZNF512	ENSG00000243943	1	2	27805897	27858041
AGBL5	ENSG00000084693	1	2	27265232	27293490
OR5BK1P	ENSG00000257763	-1	12	48749575	48750397
GRXCR2	ENSG00000204928	-1	5	145239296	145252531
OR5BT1P	ENSG00000258024	-1	12	48779200	48780048
RP11-343C2.12	ENSG00000272617	-1	16	69362547	69368774
RD3	ENSG00000198570	-1	1	211649864	211666259
OR5BJ1P	ENSG00000257792	-1	12	48788293	48789175
GPSM3	ENSG00000234508	-1	HSCHR6_MHC_SSTO	32165411	32170168
RP11-343C2.9	ENSG00000260371	-1	16	69368994	69390209
GPX5	ENSG00000224586	1	6	28493702	28502729
OR8S21P	ENSG00000273434	-1	12	48810933	48811120
OR8T1P	ENSG00000226413	-1	12	48835813	48836730
RP11-343C2.7	ENSG00000259900	-1	16	69369179	69385633
RP11-722P11.4	ENSG00000258121	-1	12	48877070	48894744
SPOCK1	ENSG00000152377	-1	5	136310987	136934068
RPS10P20	ENSG00000240443	1	12	48881729	48882191
OR5BS1P	ENSG00000198678	1	12	48953665	48956739
FTCDNL1	ENSG00000226124	-1	2	200625267	200715896
OR11M1P	ENSG00000224709	1	12	49021671	49022565
AQP7	ENSG00000165269	-1	9	33384765	33402643
SLC30A1	ENSG00000170385	-1	1	211744910	211752084
C14orf178	ENSG00000197734	1	14	78227173	78236085
BAZ2A	ENSG00000076108	-1	12	56989380	57030600
RP11-651P23.5	ENSG00000242791	1	3	149694542	149697142
AC024580.1	ENSG00000204533	-1	19	56662314	56663250
LZTS1	ENSG00000061337	-1	8	20103676	20161474
SH3RF2	ENSG00000156463	1	5	145316142	145461354
Y_RNA	ENSG00000199591	-1	3	47973298	47973404
PGBD3	ENSG00000243251	-1	10	50723151	50747086
VPS26BP1	ENSG00000224895	-1	3	48001817	48002571
RP11-651P23.4	ENSG00000224831	-1	3	149699965	149701095
EPN2	ENSG00000072134	1	17	19118928	19240028
FAM120B	ENSG00000112584	1	6	170599791	170716153
TENM3	ENSG00000218336	1	4	183065140	183724177
GALP	ENSG00000197487	1	19	56687389	56697144
RP11-1029M24.4	ENSG00000270285	1	3	48080757	48080980
RP11-651P23.2	ENSG00000182000	1	3	149702182	149702584
RN7SL664P	ENSG00000265078	-1	3	48136293	48136595
NIP7	ENSG00000132603	1	16	69373333	69377014
SLC25A10	ENSG00000183048	1	17	79670404	79688042
C1orf56	ENSG00000143443	1	1	151020216	151024462
RP11-1029M24.1	ENSG00000236768	-1	3	48162159	48162705
HNRNPA1P24	ENSG00000241947	1	3	149717432	149718477
C2orf69	ENSG00000178074	1	2	200775979	200820658
SRPK1	ENSG00000096063	-1	6	35800743	35889119
SNRPFP4	ENSG00000235627	1	3	48202666	48202907
EMP3	ENSG00000142227	1	19	48824766	48833810
DOLPP1	ENSG00000167130	1	9	131843379	131852717
RP11-167H9.4	ENSG00000243944	1	3	149757001	149931513
RNU7-128P	ENSG00000253056	1	3	48221818	48221879
ZNFX1	ENSG00000124201	-1	20	47854483	47894963
RPS2	ENSG00000140988	-1	16	2012053	2014861
NDUFB1P1	ENSG00000231884	1	3	48223037	48223216
SNORA5A	ENSG00000206838	-1	7	45143948	45144081
MIR4443	ENSG00000265483	1	3	48238054	48238106
AC102948.2	ENSG00000226364	1	17	50939481	50976948
RAD54B	ENSG00000197275	-1	8	95384188	95487337
DPY30	ENSG00000162961	-1	2	32092878	32264881
SNORA5C	ENSG00000201772	-1	7	45144505	45144641
MRPS18AP1	ENSG00000229759	-1	3	48297840	48298428
SFI1	ENSG00000198089	1	22	31884674	32014572
CXorf58	ENSG00000165182	1	X	23925918	23957624
SNORA5B	ENSG00000200656	-1	7	45145567	45145698
Y_RNA	ENSG00000199476	1	3	48330077	48330184
ZNF812	ENSG00000224689	-1	19	9800600	9811452
NSFL1C	ENSG00000088833	-1	20	1422807	1454487
FCF1P2	ENSG00000228638	-1	3	48332283	48332865
NEK2	ENSG00000117650	-1	1	211836114	211848960
ELK1P1	ENSG00000234359	-1	7	45431225	45431804
C17orf112	ENSG00000227011	1	17	51062880	51065012
MIR2115	ENSG00000252466	-1	3	48357850	48357949
PGGT1BP1	ENSG00000213667	-1	10	52486707	52487729
RPS6KB2	ENSG00000175634	1	11	67195931	67202872
RN7SL321P	ENSG00000265053	1	3	48421324	48421620
AC073325.1	ENSG00000225537	1	7	45500311	45581781
RP11-107I14.4	ENSG00000229649	-1	10	103012578	103023307
RP11-449O16.2	ENSG00000229711	-1	10	52582452	52584285
RP11-24C3.2	ENSG00000244380	-1	3	48481762	48488060
AC073325.2	ENSG00000226999	-1	7	45574122	45574280
SNORD112	ENSG00000252844	-1	10	103027694	103027765
RNU2-43P	ENSG00000222238	1	10	103067286	103067475
CCDC58P2	ENSG00000236944	-1	10	52722753	52723118
AC104448.1	ENSG00000264209	-1	3	48529745	48529838
PODN	ENSG00000174348	1	1	53527854	53551174
RP11-107I14.2	ENSG00000225208	1	10	103070775	103071262
MIR711	ENSG00000211535	-1	3	48616335	48616410
RP11-96B5.4	ENSG00000261368	1	10	52724030	52724980
MIR4793	ENSG00000263898	-1	3	48681627	48681713
RP11-107I14.5	ENSG00000230967	-1	10	103082242	103083151
RP11-96B5.3	ENSG00000223502	-1	10	52822339	52828313
SGPL1	ENSG00000166224	1	10	72575717	72640930
RNU2-59P	ENSG00000222414	-1	10	103124602	103124792
NIFK	ENSG00000155438	-1	2	122484521	122494499
snoU13	ENSG00000239091	-1	10	103131609	103131709
NDRG2	ENSG00000165795	-1	14	21484922	21539031
ERCC6-PGBD3	ENSG00000258838	-1	10	50723247	50747584
RP11-332E19.2	ENSG00000258723	-1	14	78745915	78749719
MIR3158-2	ENSG00000263436	1	10	103361174	103361254
NOTCH4	ENSG00000234876	-1	HSCHR6_MHC_SSTO	32169488	32198715
ZSCAN5B	ENSG00000197213	-1	19	56700939	56709289
AC007056.1	ENSG00000239163	-1	14	78864221	78864302
AC008045.1	ENSG00000221178	1	14	79084209	79084318
IL36RN	ENSG00000136695	1	2	113816215	113822959
GFRA2	ENSG00000168546	-1	8	21547915	21669869
KIF2B	ENSG00000141200	1	17	51900239	51902573
ARMC2	ENSG00000118690	1	6	109169619	109295186
HTR1B	ENSG00000135312	-1	6	78171948	78173490
KLHL15	ENSG00000174010	-1	X	24001837	24045303
ZNF846	ENSG00000196605	-1	19	9862669	9903856
NFKBIA	ENSG00000100906	-1	14	35870717	35873955
SEPT7P2	ENSG00000214765	-1	7	45763379	45808617
UXS1	ENSG00000115652	-1	2	106709759	106810795
TYW5	ENSG00000162971	-1	2	200794698	200820459
MEI4	ENSG00000269964	1	6	78400375	78636691
ZSCAN5C	ENSG00000204532	1	19	56713670	56720821
NELFE	ENSG00000231044	-1	HSCHR6_MHC_COX	31907416	31914421
TMED6	ENSG00000157315	-1	16	69377151	69385712
PLAC8L1	ENSG00000173261	-1	5	145463949	145483932
CHPT1	ENSG00000111666	1	12	102090725	102137918
RP11-231I16.1	ENSG00000257279	-1	12	117415247	117425142
AKAP11	ENSG00000023516	1	13	42846289	42897396
LARP7	ENSG00000174720	1	4	113558120	113578748
CDC42SE1	ENSG00000197622	-1	1	151023447	151042801
RP11-103B5.2	ENSG00000258285	1	12	117537286	117579896
KLHL3	ENSG00000146021	-1	5	136953189	137071779
EIF2S3	ENSG00000130741	1	X	24072833	24096088
SCAND3	ENSG00000232040	-1	6	28539407	28583989
SPAST	ENSG00000021574	1	2	32288680	32382706
LIPM	ENSG00000173239	1	10	90562487	90580303
PSMB1	ENSG00000008018	-1	6	170844205	170862429
RP11-274M17.1	ENSG00000258320	1	12	74564225	74565610
RP11-274M17.3	ENSG00000257183	-1	12	74642417	74677449
AQP3	ENSG00000165272	-1	9	33441152	33447609
RP11-274M17.2	ENSG00000257113	1	12	74668732	74669011
RP11-81H3.1	ENSG00000257364	1	12	74686104	74686876
HIST1H1E	ENSG00000168298	1	6	26156559	26157343
LST1	ENSG00000226182	1	HSCHR6_MHC_COX	31541313	31544094
IRAK1BP1	ENSG00000146243	1	6	79577189	79656157
ZSCAN5A	ENSG00000131848	-1	19	56732681	56879752
TRIM60P10Y	ENSG00000232976	1	Y	26805484	26806553
RANGRF	ENSG00000108961	1	17	8191815	8193410
HIST1H2BD	ENSG00000158373	1	6	26158349	26171577
RP11-457K10.1	ENSG00000242029	1	3	109366954	109529708
